customer_id,full_name,age,gender,email,phone_number,country,zip_code,signup_date,last_purchase_date,product_category,purchase_amount,annual_salary,satisfaction_rating,is_subscribed,notes,loyalty_points
1474,kara jackson,49.0,f,kara.jackson@company.com,(331) 922-2705,U.S.,10696,0000-00-00,29/06/2019,ELECTRONICS,286.25,56481.9,,false,N/A,N/A
1048,Jesse Perez,,f,jesse.perez@company.com,5766156545,U.S.,20507,2024/02/07,2023-04-10,Electronics,38.44,76142.44,2.0,Yes,,N/A
1344,,11.0,Other,CHARLOTTE@YAHOO.COM,,France,77182,05 Dec 2021,N/A,Clothing,430.85,"$48,794.66",2.0,true,See attached file!!!,N/A
1235,Mary Wood,44.0,f,mary.wood@hotmail.com,unknown,usa,23490,29 Nov 2022,2024/11/05,Electronics,87.69,39543.5,5.0,false,N/A,
1252,  Kenneth Smith  ,52.0,F,kenneth.smith@company.com,007-806-8671,germany,59803,2022/10/20,17 Apr 2018,Electronics,38.43,41967.99,4.0,false,ADMINISTRATION PROTECT CLASS LEARN.,100
1021,pamela boyd,25.0,f,pamela.boyd@yahoo.com,unknown,France,82650,16/02/2019,28/12/2023,ELECTRONICS,-377.63,50484.47,1.0,Y,BALL CHARACTER HIM CHECK DEGREE INCREASE FORMER.,100
1313,clayton tate,9.0,m,clayton.tate@hotmail.com,(246) 209-5200,Uk,39563,2018-08-09,01/05/2021,books,84.54,66766.34,,0,   ,N/A
1459,ryan fischer,18.0,Non-binary,,,United States,04085,2020/12/25,01/08/2021,Books,110.99,50020.72,,,,100
1160,,79.0,Other,nicole@gmail.com,unknown,U.S.,55376,22 Aug 2022,04-10-2018,Books,223.03,30260.99,1.0,No,Trouble several event white wife laugh card include.,-
1276,  Matthew Henderson  ,44.0,f,matthew.henderson@hotmail.com,,RSA,67971,2019-02-15,2019-07-23,Clothing,311.08,80338.22,3.0,Yes,,-
1443,  Jeffery Taylor  ,63.0,f,jeffery.taylor@yahoo.com,unknown,usa,57904,"September 06, 2018",0000-00-00,clothing ,151.57 USD,65288.78,2.0,false,See attached file!!!,-
1191,,42.0,Female,alan@yahoo.com,+1-774-064-9308,UK,49475,16/03/2024,0000-00-00,Books,8.58,55260.04,4.0,yes,   ,N/A
1385,  Nathaniel Taylor  ,63.0,Female,nathaniel.taylor@yahoo.com,+1-091-660-1002,United Kingdom,33051,2019/03/30,2022/07/01,,386.4,54619.68,5.0,1,See attached file!!!,150
1293,James Holland,88.0,Male,james.holland@company.com,+1-214-764-9251,United States of America,48664,0000-00-00,2020-08-26,Electronics,148.29,26282.76,2.0,Y,N/A,200.5
1413,jeremy carlson,4.0,f,jeremy.carlson@company.com,4591966395,RSA,49516,11-10-2021,07-15-2018,ELECTRONICS,386.55,43012.15,4.0,No,,200.5
1491,Traci Leon,8.0,Non-binary,traci.leon@company.com,+1-944-988-3059,,62487,06-26-2024,09-18-2022,home and garden,374.66,74102.85,2.0,yes,Set join section sing everybody.,
1343,,65.0,m,carlos@gmail.com,3649718924,United States,,09-23-2022,2020/04/16,Electronics,41.09,68639.06,,No,See attached file!!!,-
1257,ALEX PHAM,85.0,F,alex.pham@company.com,+1-856-955-7988,France,58861,"August 11, 2021",20 Jul 2023,,107.56,41764.27,4.0,0,,100
1308,MICHAEL POOLE,11.0,M,michael.poole at company.com,110-627-3715,RSA,89213,2022/06/19,"June 15, 2019",books,404.71,30243.69,3.0,yes,,N/A
1149,,1.0,Other,alexandria@company.com,625.753.2603,S. Africa,29903,06-22-2020,"November 16, 2024",clothing ,427.47,39334.93,5.0,false,   ,-
1130,,-5.0,m,matthew@company.com,(250) 029-2185,usa,10007,13/10/2018,"June 06, 2021",Home & Garden,88.48,70038.66,3.0,yes,,100
1151,ASHLEY HIGGINS,32.0,Non-binary,ashley.higgins@company.com,141.173.9348,usa,26934,03 May 2020,"October 12, 2019",electronics,321.07,71270.34,100.0,true,,N/A
1359,brittany campbell,20.0,,brittany.campbell@company.com,unknown,United Kingdom,,03 Oct 2018,"September 09, 2022",Toys,267.58,54755.06,4.0,,See attached file!!!,150
1099,joseph jennings,41.0,f,joseph.jennings@gmail.com,(224) 447-2126,,36671,2023/07/10,0000-00-00,,69.59,40958.94,,0,,
1372,  Donna Webb  ,41.0,Male,donna.webb@hotmail.com,430.963.4807,USA,814,17/08/2023,2021/02/02,Electronics,282.48,"$44,861.14",1.0,No,N/A,
1087,LESLIE MOSS,33.0,F,leslie.moss at yahoo.com,(268) 705-6856,Germany,54012,2019-01-25,N/A,Home & Garden,494.14,0,,No,N/A,
1458,,61.0,M,LUCAS AT COMPANY.COM,220.368.4995,RSA,13538,09/09/2023,2019-10-26,books,135.19 USD,90106.82,5.0,Yes,   ,
1000,katherine acosta,59.0,Male,KATHERINE.ACOSTA@COMPANY.COM,791-286-8578,UK,61353,0000-00-00,10 Oct 2020,clothing ,265.01,54581.97,4.0,false,,-
1214,Jonathan White,45.0,f,jonathan.white@gmail.com,unknown,U.S.,77236,09-26-2018,03 Jun 2018,home and garden,349.5,32140.59,4.0,No,   ,100
1466,,23.0,Female,nicholas@gmail.com,unknown,S. Africa,53028,2020-08-09,"September 08, 2019",Electronics,139.5,68721.03,4.0,1,See attached file!!!,200.5
1121,DR. ANDREA MARSHALL,,Male,dr..andrea.marshall@company.com,+1-445-187-0534,United Kingdom,74400,"February 20, 2020","February 06, 2025",Toys,-254.58,54469.72,5.0,false,,-
1283,  Adam Yu  ,57.0,f,,441-343-2756,Deutschland,04941,,2024/06/04,,244.67,"$34,512.25",,1,,100
1020,colleen brock,34.0,f,colleen.brock@hotmail.com,(870) 831-7278,Germany,73760,"September 11, 2020",2018-03-12,Toys,239.26,84312.98,3.0,Y,NULL,100
1188,  Logan Sullivan  ,43.0,Non-binary,logan.sullivan@company.com,112-535-5449,france,84995,"April 24, 2022",01-10-2022,Toys,269.64,61823.04,2.0,1,Even know television guy only whole.,-
1071,Jeffrey Washington,88.0,f,jeffrey.washington@company.com,(359) 255-5625,RSA,68000,17 Feb 2024,,electronics,335.77,62232.72,1.0,no,INDUSTRY WHILE TOTAL SPEND VALUE RETURN COUPLE CITY.,150
1106,CHARLES PRICE,51.0,Other,charles.price@hotmail.com,,,78675,2022-09-15,2019-02-15,books,439.56,60221.11,4.0,yes,See attached file!!!,
1270,KRISTIN WILLIAMS,7.0,Male,kristin.williams at yahoo.com,(571) 647-9473,england,73103,"October 12, 2022",03/10/2022,Toys,431.9,73357.24,4.0,1,See attached file!!!,100
1435,AMANDA SANTOS,35.0,Non-binary,amanda.santos@company.com,970.527.7402,Uk,47391,06-26-2023,"December 14, 2018",Electronics,404.08,43012.5,1.0,No,Task me give relationship hospital artist pretty.,100
1102,Robin Wheeler,45.0,Other,robin.wheeler@company.com,(113) 529-0965,UK,56921,,2020-12-05,electronics,449.57 USD,47157.84,1.0,true,,150
